organism,mol_type,isolate,isolation_source,host,db_xref,country,date,strain,file,accession,collected_by,note,lat_lon,clone,chromosome,identified_by,lab_host,md5sum,file_name,guid,file_size
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV09145/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-20,SARS-CoV-2/human/USA/NY-PV09145/2020-MT370925.gb,MT370925.gb,MT370925,,passage_history: sequence was derived directly from the original sample material,,,,,,7a17e3fe9f74c9bdfd1c64c746f77c9b,MT370925.gb,dg.63D5/4be5e40b-58ca-4c05-b919-8a92cf7b362f,66853
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/POL/PL_P14/2020,oronasopharynx,Homo sapiens,taxon:2697049,Poland,2020-03-31,SARS-CoV-2/human/POL/PL_P14/2020-MT511070.gb,MT511070.gb,MT511070,,,,,,,,b7ac79b82d0daf59bdd6ef80d7caa776,MT511070.gb,dg.63D5/b461f669-86df-4660-8cac-7141816a6418,66380
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC620/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-28,SARS-CoV-2/human/AUS/VIC620/2020-MT451427.gb,MT451427.gb,MT451427,,,,,,,,da047e4730aff21cf612dbf1584e4b7f,MT451427.gb,dg.63D5/14189bb6-6d43-47ec-9846-314ce6b68ae9,67276
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20103/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-30,SARS-CoV-2/human/USA/MI-MDHHS-SC20103/2020-MT439320.gb,MT439320.gb,MT439320,,,,,,,,5d3b9132393bf4ae6e32a316cee792b7,MT439320.gb,dg.63D5/b1c413c7-4e1f-4c35-ae7a-6fb9a2ba84c6,66608
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/CHN/OS6/2020,,Homo sapiens,taxon:2697049,China,2020-03-24,SARS-CoV-2/human/CHN/OS6/2020-MT407656.gb,MT407656.gb,MT407656,,,,,,,,1269044732dbd438cae81921d37cbe80,MT407656.gb,dg.63D5/7ebcfc56-a09e-43c8-b42b-1327d4ae6102,66514
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/OUMRK1090/2020,oro-pharyngeal swab,Homo sapiens; female 63,taxon:2697049,India,2020-03-25,SARS-CoV-2/human/IND/OUMRK1090/2020-MT477885.gb,MT477885.gb,MT477885,,,,,,,,13268e314c3fa41724cd831e74a52e94,MT477885.gb,dg.63D5/f961d5b8-ec70-4a77-82f7-4f2e585dd1f1,66313
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20153/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-21,SARS-CoV-2/human/USA/MI-MDHHS-SC20153/2020-MT439260.gb,MT439260.gb,MT439260,,,,,,,,ace240582c84ddf2f6d27777539eb284,MT439260.gb,dg.63D5/bc4e3f13-3188-47b7-acd7-56e2824b2e60,65952
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/VA-DCLS-0088/2020,,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/VA-DCLS-0088/2020-MT415908.gb,MT415908.gb,MT415908,,,,,,,,970c7cd1d16e2852bd073f15aa86b69a,MT415908.gb,dg.63D5/5b8bd6c2-1016-49b3-b6b8-73fa24114a7d,65865
Severe acute respiratory syndrome coronavirus 2,genomic RNA,2019-nCoV/USA-CruiseA-7/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-02-17,2019-nCoV/USA-CruiseA-7/2020-MT159705.gb,MT159705.gb,MT159705,,5' sequence is sequencing primer,,,,,,d264df78642192d487b1e53da7e55afe,MT159705.gb,dg.63D5/c03bb7b6-2574-451a-903f-483008c22a83,56445
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC805/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-16,SARS-CoV-2/human/AUS/VIC805/2020-MT451567.gb,MT451567.gb,MT451567,,,,,,,,befffd9013c7431d1ec37d705580302d,MT451567.gb,dg.63D5/39652825-3fe5-45f9-a497-496cb3147ada,67438
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/ID-UW-2173/2020,,Homo sapiens,taxon:2697049,USA,2020-03-23,SARS-CoV-2/human/USA/ID-UW-2173/2020-MT345863.gb,MT345863.gb,MT345863,,,,,,,,e07d1bad073562bb64131b63a0f73d02,MT345863.gb,dg.63D5/5fcd6d3d-466b-4eeb-83d8-7cb797e7c35f,65746
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/VA-DCLS-0207/2020,,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/VA-DCLS-0207/2020-MT450908.gb,MT450908.gb,MT450908,,,,,,,,2272333eab0546637d5171aec7fa4477,MT450908.gb,dg.63D5/49366485-d55c-4894-9a42-455b04d2f2b9,66254
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC680/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-27,SARS-CoV-2/human/AUS/VIC680/2020-MT451476.gb,MT451476.gb,MT451476,,,,,,,,ca4f77f1e16042cf1976742d5c87ba8b,MT451476.gb,dg.63D5/c6405394-81b1-4f53-8f70-3d68e8f965ab,66887
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-3828/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-25,SARS-CoV-2/human/USA/WA-UW-3828/2020-MT358683.gb,MT358683.gb,MT358683,,,,,,,,7969aff214048691a2f799af5cabad42,MT358683.gb,dg.63D5/291c6efc-7c7e-45b2-a5b1-5369e46d5ddc,64849
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/FL_9656/2020,respiratory swab,Homo sapiens,taxon:2697049,USA,2020-03-06,SARS-CoV-2/human/USA/FL_9656/2020-MT325568.gb,MT325568.gb,MT325568,,5' sequence is the primer sequence used,,,,,,011bfdda82cff216137b126e16da1c43,MT325568.gb,dg.63D5/6f73933d-2bad-49f1-b147-45cc64f85526,66225
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/THA/SI202205-NT/2020,nasopharyngeal swab and throat swab,Homo sapiens,taxon:2697049,Thailand,2020-02-07,SARS-CoV-2/human/THA/SI202205-NT/2020-MT447162.gb,MT447162.gb,MT447162,,,,,,,,5e18b14f22b5ac7225f562fc9b0ef1ad,MT447162.gb,dg.63D5/7bd87a52-0fa4-4754-a3f3-391a3d189840,66413
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20122/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-10,SARS-CoV-2/human/USA/MI-MDHHS-SC20122/2020-MT439231.gb,MT439231.gb,MT439231,,,,,,,,9adee98eb77ff54e84c742cbee461c0f,MT439231.gb,dg.63D5/e6f0846c-3791-4c53-b8e1-4c089a627373,66367
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC44/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-11,SARS-CoV-2/human/AUS/VIC44/2020-MT450959.gb,MT450959.gb,MT450959,,,,,,,,59554db11b5be2d965b54010d75e628e,MT450959.gb,dg.63D5/aa7e1ee7-de91-43e1-8e97-a4ca76fee1b0,67272
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC769/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-20,SARS-CoV-2/human/AUS/VIC769/2020-MT451536.gb,MT451536.gb,MT451536,,,,,,,,b1565d199cd7c5412b17df5354aae16d,MT451536.gb,dg.63D5/5c096032-66e5-4641-9247-f56a0aa791de,67283
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-2181/2020,,Homo sapiens,taxon:2697049,USA,2020-03-25,SARS-CoV-2/human/USA/WA-UW-2181/2020-MT345832.gb,MT345832.gb,MT345832,,,,,,,,6747df3948aa62e1eb8b83ca8d2aa211,MT345832.gb,dg.63D5/fdb42895-cf46-4dfc-96dc-ca1fdae15fdb,65922
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1234/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-02,SARS-CoV-2/human/AUS/VIC1234/2020-MT451817.gb,MT451817.gb,MT451817,,,,,,,,07dd4086e3d47bdbf5fbba5bc3a8f321,MT451817.gb,dg.63D5/b0cbc5fe-cd7e-42de-aed6-32c86639fe32,67350
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20064/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-20,SARS-CoV-2/human/USA/MI-MDHHS-SC20064/2020-MT412189.gb,MT412189.gb,MT412189,,,,,,,,d440c269f825038695a6c102a20aeb90,MT412189.gb,dg.63D5/0cbee032-faf0-4f5b-b02b-606f0eaa6ce0,66416
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20093/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-30,SARS-CoV-2/human/USA/MI-MDHHS-SC20093/2020-MT412218.gb,MT412218.gb,MT412218,,,,,,,,244c1dbf435d701f364ec093b5b91cd2,MT412218.gb,dg.63D5/a42eb910-e795-4c3e-97f2-c191e72f057d,66371
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW376/2020,,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/WA-UW376/2020-MT263456.gb,MT263456.gb,MT263456,,,,,,,,bbc14e53b82c3b5c55ee8b756962b34c,MT263456.gb,dg.63D5/f52c704d-3429-488b-b144-5042ae08ff41,62863
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV08493/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-17,SARS-CoV-2/human/USA/NY-PV08493/2020-MT370911.gb,MT370911.gb,MT370911,,passage_history: sequence was derived directly from the original sample material,,,,,,ff3c14591af542e1bcfff5969cda835b,MT370911.gb,dg.63D5/12682b2d-0161-4b2a-926b-27ef2f51494f,67003
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC694/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-28,SARS-CoV-2/human/AUS/VIC694/2020-MT451485.gb,MT451485.gb,MT451485,,,,,,,,fa5bb934456b16410df7e5116d06367b,MT451485.gb,dg.63D5/d2659bc0-1063-426e-8ea1-755d61880400,67332
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1044/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-03,SARS-CoV-2/human/AUS/VIC1044/2020-MT451714.gb,MT451714.gb,MT451714,,,,,,,,d0f1f1046665631b0e2896da2f20ac0d,MT451714.gb,dg.63D5/bd63cbdd-bc43-4b4a-ac4e-a5b9fd330b4c,67284
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-4330/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-31,SARS-CoV-2/human/USA/WA-UW-4330/2020-MT358670.gb,MT358670.gb,MT358670,,,,,,,,b1957b407bfe1118fc67a38eb7c33e3a,MT358670.gb,dg.63D5/cdfd76ef-59e7-4d4d-8087-e02fa26b0647,64886
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC962/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-27,SARS-CoV-2/human/AUS/VIC962/2020-MT451654.gb,MT451654.gb,MT451654,,,,,,,,a7ef33a2114b413f7a6e77f9c3a46647,MT451654.gb,dg.63D5/0fb05665-b830-431d-85e4-d3099077c944,67402
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/VA-DCLS-0132/2020,,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/VA-DCLS-0132/2020-MT482118.gb,MT482118.gb,MT482118,,,,,,,,017ce507f71f9d62230a04a4bbbf9d08,MT482118.gb,dg.63D5/9a7734fc-e03e-4ec4-b2bf-9fda56db8d89,66028
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-3983/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-29,SARS-CoV-2/human/USA/WA-UW-3983/2020-MT358730.gb,MT358730.gb,MT358730,,,,,,,,d43a563784f6f6d1907adae0b503848c,MT358730.gb,dg.63D5/bf2c20b5-7cee-47b4-9338-7f532264d031,64888
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/GBRC108/2020,,Homo sapiens,taxon:2697049,India,2020-05-10,SARS-CoV-2/human/IND/GBRC108/2020-MT509502.gb,MT509502.gb,MT509502,,,,,,,,be426fab1e5406f45e195f9be3eb7bd7,MT509502.gb,dg.63D5/31c58bb5-009f-4723-8247-376ec53aa99e,66812
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20347/2020,,Homo sapiens,taxon:2697049,USA,2020-03-30,SARS-CoV-2/human/USA/MI-MDHHS-SC20347/2020-MT509693.gb,MT509693.gb,MT509693,,,,,,,,5067682fa0fb3ec1bcf4fd4c6bd727e3,MT509693.gb,dg.63D5/7e1f9544-724d-44cd-ab7b-97c4d5a2fe29,66464
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV09000/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-18,SARS-CoV-2/human/USA/NY-PV09000/2020-MT370851.gb,MT370851.gb,MT370851,,passage_history: sequence was derived directly from the original sample material,,,,,,30683de566096752457115ef5366d105,MT370851.gb,dg.63D5/06377af2-70f0-4c02-97c8-aa5a46335f8c,67006
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/France/50001AR/2020,,Homo sapiens,taxon:2697049,France,2020-03-01,SARS-CoV-2/human/France/50001AR/2020-MT470144.gb,MT470144.gb,MT470144,,,,,,,,4d11bf707ff052497a9d712982f8192f,MT470144.gb,dg.63D5/fb638a94-3717-4473-bf89-718882749877,66387
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/GBRC121/2020,,Homo sapiens,taxon:2697049,India,2020-05-02,SARS-CoV-2/human/IND/GBRC121/2020-MT539166.gb,MT539166.gb,MT539166,,,,V19,,,,6f5c353fc7386794c4d90fc1fc498faf,MT539166.gb,dg.63D5/9bd21a12-f200-40d9-ae33-a45dff3352f3,66936
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW327/2020,,Homo sapiens,taxon:2697049,USA,2020-03-22,SARS-CoV-2/human/USA/WA-UW327/2020-MT263407.gb,MT263407.gb,MT263407,,,,,,,,77a115fc74a4f4ca9f16daa90b40a8aa,MT263407.gb,dg.63D5/9c8d6e4a-77a4-4bc5-89f0-df9b8c9cb22f,62666
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-543/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-12,SARS-CoV-2/human/USA/WA-UW-543/2020-MT412249.gb,MT412249.gb,MT412249,,,,,,,,9557559ee0c60546ef08f42c60ce95fe,MT412249.gb,dg.63D5/2bf5537d-fcc4-4c45-a25b-5afdadc97f70,65972
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1106/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-07,SARS-CoV-2/human/AUS/VIC1106/2020-MT451745.gb,MT451745.gb,MT451745,,,,,,,,0a08e422d87456d6f891302d15c8b821,MT451745.gb,dg.63D5/202b5205-f57e-494d-adba-6fdf7b85f6be,67350
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV09182/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-19,SARS-CoV-2/human/USA/NY-PV09182/2020-MT370940.gb,MT370940.gb,MT370940,,passage_history: sequence was derived directly from the original sample material,,,,,,f002b74077956f6af460569887461b94,MT370940.gb,dg.63D5/1ec584a2-3290-4ab1-9196-02efe32016db,66830
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC850/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-04,SARS-CoV-2/human/AUS/VIC850/2020-MT451594.gb,MT451594.gb,MT451594,,,,,,,,7a4c37c2e7fd7b612ba3a63fbae3d003,MT451594.gb,dg.63D5/6c3acca5-d64a-44aa-b60a-46a99be0bac8,67286
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC864/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-05,SARS-CoV-2/human/AUS/VIC864/2020-MT451605.gb,MT451605.gb,MT451605,,,,,,,,082483cd666432eeebb0d9fa11aead15,MT451605.gb,dg.63D5/90ada6bd-628e-4ae0-ac4a-7fd1f5af1c1f,67202
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/VA-DCLS-0169/2020,,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/VA-DCLS-0169/2020-MT482149.gb,MT482149.gb,MT482149,,,,,,,,09d76ad570ce81a7f2310e4560845bb7,MT482149.gb,dg.63D5/f206bfa4-db6d-422d-814e-0d33cb25d664,65960
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20116/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/MI-MDHHS-SC20116/2020-MT439293.gb,MT439293.gb,MT439293,,,,,,,,a450c5d756a83e634afd40ac233d6f0f,MT439293.gb,dg.63D5/7ecce57d-2914-44ee-84b6-4f0d168d3b96,65963
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/ID-UW-4418/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-28,SARS-CoV-2/human/USA/ID-UW-4418/2020-MT412309.gb,MT412309.gb,MT412309,,,,,,,,356e56c96a36d5634783677a2de24199,MT412309.gb,dg.63D5/ccf48a0b-ed39-445c-9bc4-ff6c2a4900be,66018
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/France/10029DT/2020,,Homo sapiens,taxon:2697049,France,2020-03-01,SARS-CoV-2/human/France/10029DT/2020-MT470115.gb,MT470115.gb,MT470115,,,,,,,,fa9c19515bd682c28718a5526bdc9f54,MT470115.gb,dg.63D5/575d3bb5-5a53-4ebd-bdec-9684d856622c,66387
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/ID-UW-4400/2020,,Homo sapiens,taxon:2697049,USA,2020-03-28,SARS-CoV-2/human/USA/ID-UW-4400/2020-MT345880.gb,MT345880.gb,MT345880,,,,,,,,de33eb38caafeb99210caddd93b3a192,MT345880.gb,dg.63D5/39479360-45fa-4533-86df-c1fc14273c4d,65925
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC876/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-05,SARS-CoV-2/human/AUS/VIC876/2020-MT451615.gb,MT451615.gb,MT451615,,,,,,,,21582bfc5015cca5aab3f49825e099ba,MT451615.gb,dg.63D5/e2bc5ff8-3260-4dee-b6f3-bc95559deba6,67286
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC836/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-04,SARS-CoV-2/human/AUS/VIC836/2020-MT451584.gb,MT451584.gb,MT451584,,,,,,,,8096a1677697f12ffd64683fd2771d47,MT451584.gb,dg.63D5/5cd61f8a-4682-4008-96f7-f4cd225207c3,66853
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/France/60003NG/2020,,Homo sapiens,taxon:2697049,France,2020-03-01,SARS-CoV-2/human/France/60003NG/2020-MT470105.gb,MT470105.gb,MT470105,,,,,,,,57c902af1d69211c71da2bc89b54a114,MT470105.gb,dg.63D5/f671d176-8eda-4c41-9934-9baed9767e05,66387
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CT-UW-6271/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/CT-UW-6271/2020-MT412319.gb,MT412319.gb,MT412319,,,,,,,,b74ebf6528142315e328402595008717,MT412319.gb,dg.63D5/6f1a8502-47b9-40ac-ab68-85b4949590e8,65984
Severe acute respiratory syndrome coronavirus 2,genomic RNA,TKYE6182_2020,,Homo sapiens,taxon:2697049,Japan,2020-01-01,TKYE6182_2020-LC529905.gb,LC529905.gb,LC529905,,,,,,,,9463547fe9f9890ca3d5f3f662865b90,LC529905.gb,dg.63D5/c5124133-75ee-4ab6-bd1d-066d24a09d9f,56233
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20138/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/MI-MDHHS-SC20138/2020-MT439283.gb,MT439283.gb,MT439283,,,,,,,,7bd3f9dcfa91db893680ec38e4fe90d9,MT439283.gb,dg.63D5/3ffa816e-f1b3-46c4-adce-e390c5430928,65970
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-5364/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-04-05,SARS-CoV-2/human/USA/WA-UW-5364/2020-MT412259.gb,MT412259.gb,MT412259,,,,,,,,862aaf9040fa48d639103b4c3f344122,MT412259.gb,dg.63D5/240c609a-d11f-4d30-bb6c-ef21cdaf15e4,65935
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW337/2020,,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/WA-UW337/2020-MT263417.gb,MT263417.gb,MT263417,,,,,,,,ec71076c205dbd54b9ec8a93223913ac,MT263417.gb,dg.63D5/150accec-c4ae-4742-909e-056eb820bad3,62979
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/LA-BIE-068/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-04,SARS-CoV-2/human/USA/LA-BIE-068/2020-MT536188.gb,MT536188.gb,MT536188,,,,,,,,82b2bcc8f91e82a5a60f8e75a61c597d,MT536188.gb,dg.63D5/3f34e405-cb72-4d3b-bd0e-ea9dc089a82e,66014
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV09193/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-20,SARS-CoV-2/human/USA/NY-PV09193/2020-MT370950.gb,MT370950.gb,MT370950,,passage_history: sequence was derived directly from the original sample material,,,,,,bd44a15e47357f96599b94ae26a1cfba,MT370950.gb,dg.63D5/6e2cfb8f-b4f2-48ce-941e-83abddba1022,66840
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1119/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-08,SARS-CoV-2/human/AUS/VIC1119/2020-MT451755.gb,MT451755.gb,MT451755,,,,,,,,23a92a66bc5c6264ab5fb97f1d5b7290,MT451755.gb,dg.63D5/6cb91907-5281-4f47-9f24-51213daa7133,66850
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV08490/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-17,SARS-CoV-2/human/USA/NY-PV08490/2020-MT370841.gb,MT370841.gb,MT370841,,passage_history: sequence was derived directly from the original sample material,,,,,,df805ca56df0458960a73768919d1572,MT370841.gb,dg.63D5/b415b399-2899-45b6-97b2-977b4e82b3d4,66996
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20337/2020,,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/MI-MDHHS-SC20337/2020-MT509683.gb,MT509683.gb,MT509683,,,,,,,,46c82ea3e4a40e3fff39bc1777a032c2,MT509683.gb,dg.63D5/cc79ee07-9f0d-4bf4-8b8d-1e4c9d3fa8e0,65972
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/GBRC111/2020,,Homo sapiens,taxon:2697049,India,2020-05-01,SARS-CoV-2/human/IND/GBRC111/2020-MT509512.gb,MT509512.gb,MT509512,,,,,,,,947fe1eb5afcd6267584c7cd9b78e117,MT509512.gb,dg.63D5/a9e5c8fe-80bb-4717-8f85-786de2fbfb6a,66843
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-3940/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-27,SARS-CoV-2/human/USA/WA-UW-3940/2020-MT358720.gb,MT358720.gb,MT358720,,,,,,,,1d59d9a24a5c0beb7568bf9b87f233f9,MT358720.gb,dg.63D5/7971952f-3b7c-45ad-b626-6495adec5d4a,64769
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC948/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-26,SARS-CoV-2/human/AUS/VIC948/2020-MT451644.gb,MT451644.gb,MT451644,,,,,,,,5891553c5265533c9e2abdbbe78911eb,MT451644.gb,dg.63D5/4e5814bc-f86c-45c3-a4e7-4882a852ebf2,67282
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/GBRC123/2020,,Homo sapiens,taxon:2697049,India,2020-05-02,SARS-CoV-2/human/IND/GBRC123/2020-MT539176.gb,MT539176.gb,MT539176,,,,V23,,,,cadb335a9d0cbf0932034b9e1df323a9,MT539176.gb,dg.63D5/c389b496-7dab-4b79-91bf-c2d09ac24d6b,66934
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/France/10015BY/2020,,Homo sapiens,taxon:2697049,France,2020-03-01,SARS-CoV-2/human/France/10015BY/2020-MT470154.gb,MT470154.gb,MT470154,,,,,,,,fb76d26f081a68eeb21bb1167b5e9353,MT470154.gb,dg.63D5/7d06aa5b-d46b-4c50-8987-1023289d52b7,66387
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/AK010/2020,,Homo sapiens,taxon:2697049,USA,2020-03-17,SARS-CoV-2/human/USA/AK010/2020-MT477837.gb,MT477837.gb,MT477837,,,,,,,,9dac8bce4539753dff8faae88c3d21ba,MT477837.gb,dg.63D5/9a2435c6-232a-47d0-8718-d58fa9865482,65892
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW366/2020,,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/WA-UW366/2020-MT263446.gb,MT263446.gb,MT263446,,,,,,,,15912087634b3edce8149470a7d7ea69,MT263446.gb,dg.63D5/e38d1042-4597-4eae-8a66-2454a4f84094,62980
